Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,21.8125,21.90625,21.28125,21.4375,13.278360366821289,2691200
2000-01-04,21.25,21.5,21.21875,21.40625,13.25900650024414,3370600
2000-01-05,21.46875,22.21875,21.21875,21.90625,13.568706512451172,6213800
2000-01-06,22.3125,23.4375,22.21875,23.03125,14.265533447265625,6081400
2000-01-07,23.03125,23.71875,22.84375,23.0,14.246179580688477,4113000
2000-01-10,23.0,23.71875,22.84375,23.46875,14.536520957946777,3156600
2000-01-11,23.21875,23.6875,23.1875,23.46875,14.536520957946777,3176400
2000-01-12,23.21875,23.28125,22.90625,23.03125,14.265533447265625,3013800
2000-01-13,23.15625,23.53125,22.90625,23.125,14.323602676391602,2002800
2000-01-14,23.5,24.15625,23.375,24.0625,14.904280662536621,2989400
2000-01-18,23.84375,23.84375,22.71875,23.5625,14.594592094421387,3040400
2000-01-19,23.5,23.90625,22.6875,23.1875,14.362309455871582,2004000
2000-01-20,23.3125,23.375,22.5625,22.78125,14.110685348510742,2164600
2000-01-21,22.78125,22.78125,21.90625,22.09375,13.68484878540039,2659600
2000-01-24,22.125,22.4375,21.90625,22.4375,13.8977632522583,1653400
2000-01-25,22.4375,22.65625,21.4375,22.25,13.781627655029297,3080400
2000-01-26,22.3125,23.03125,22.28125,22.8125,14.13002872467041,2465200
2000-01-27,22.875,23.0,22.625,22.90625,14.188108444213867,1466800
2000-01-28,22.6875,22.71875,22.0,22.375,13.859048843383789,2606000
2000-01-31,22.3125,22.3125,21.75,21.84375,13.529990196228027,1826400
2000-02-01,21.8125,21.8125,21.140625,21.375,13.239656448364258,3139800
2000-02-02,21.875,22.25,21.28125,21.3125,13.200933456420898,3168600
2000-02-03,21.34375,21.5,20.1875,20.625,12.775099754333496,4060000
2000-02-04,20.25,20.5625,19.90625,20.4375,12.658964157104492,2953600
2000-02-07,20.4375,20.78125,20.03125,20.65625,12.79445743560791,2017200
2000-02-08,20.875,20.90625,18.125,20.03125,12.407332420349121,10296000
2000-02-09,20.09375,20.5,19.8125,20.0,12.387983322143555,4098600
2000-02-10,20.0,20.09375,18.5625,18.75,11.613728523254395,2402000
2000-02-11,18.9375,18.9375,17.96875,18.09375,11.20725154876709,3009000
2000-02-14,18.15625,19.5625,17.84375,19.5,12.078277587890625,3117800
2000-02-15,20.0,20.5625,19.8125,20.21875,12.52347183227539,2621600
2000-02-16,20.34375,20.8125,19.5,19.65625,12.17505931854248,2736800
2000-02-17,20.0,20.3125,19.75,19.90625,12.329913139343262,2028000
2000-02-18,19.78125,20.1875,18.96875,19.25,11.923429489135742,1174200
2000-02-22,19.125,20.25,19.0,20.0,12.387983322143555,1886400
2000-02-23,19.75,19.9375,19.125,19.25,11.923429489135742,1308400
2000-02-24,19.125,19.15625,18.09375,18.5,11.458878517150879,1469200
2000-02-25,18.375,19.53125,18.25,18.46875,11.439519882202148,2246400
2000-02-28,18.34375,18.71875,18.28125,18.46875,11.439519882202148,1822600
2000-02-29,18.5,18.53125,17.78125,17.875,11.071756362915039,4101400
2000-03-01,17.9375,18.625,17.40625,18.5,11.458878517150879,3712600
2000-03-02,17.5,17.53125,17.0,17.28125,10.70398998260498,3581200
2000-03-03,17.21875,17.75,16.96875,17.4375,10.80077075958252,4530800
2000-03-06,17.40625,17.90625,17.03125,17.09375,10.587846755981445,2483400
2000-03-07,17.09375,17.09375,15.15625,15.1875,9.407120704650879,6393000
2000-03-08,15.5,17.625,15.5,17.625,10.916901588439941,5782200
2000-03-09,17.75,17.84375,17.4375,17.84375,11.052395820617676,3835400
2000-03-10,17.96875,18.21875,17.53125,17.75,10.994325637817383,1321000
2000-03-13,17.78125,17.84375,17.15625,17.65625,10.936261177062988,1525800
2000-03-14,17.96875,18.0625,17.25,17.28125,10.70398998260498,2147400
2000-03-15,17.28125,20.0,17.09375,18.75,11.613728523254395,4763400
2000-03-16,19.0,20.75,19.0,19.75,12.233131408691406,3794800
2000-03-17,19.75,19.9375,18.9375,19.09375,11.82664966583252,2753600
2000-03-20,19.09375,19.5625,18.90625,19.15625,11.865360260009766,1378800
2000-03-21,18.625,20.0,18.625,19.28125,11.942781448364258,1823200
2000-03-22,19.25,19.375,18.6875,19.09375,11.82664966583252,1387400
2000-03-23,19.03125,19.75,18.8125,19.40625,12.020212173461914,1578800
2000-03-24,19.40625,19.5,18.75,19.1875,11.884712219238281,1828200
2000-03-27,18.8125,19.1875,18.78125,18.8125,11.652438163757324,1169400
2000-03-28,18.5625,19.03125,18.1875,18.4375,11.420170783996582,1722400
2000-03-29,18.1875,18.9375,18.0625,18.625,11.605545997619629,1565600
2000-03-30,18.65625,19.9375,18.25,19.53125,12.170245170593262,2151400
2000-03-31,19.5,19.5,19.0,19.0,11.839212417602539,2154400
2000-04-03,19.0,19.53125,18.34375,19.4375,12.11182689666748,3520000
2000-04-04,19.5625,21.125,19.0625,20.09375,12.520747184753418,4191800
2000-04-05,19.75,21.0,19.75,20.15625,12.55968952178955,4099400
2000-04-06,20.15625,21.0,19.90625,20.0,12.462337493896484,2217000
2000-04-07,20.0625,20.0625,19.3125,19.5,12.150769233703613,1130600
2000-04-10,19.625,20.40625,19.5625,19.625,12.228660583496094,1557400
2000-04-11,20.3125,20.9375,20.09375,20.15625,12.55968952178955,1764200
2000-04-12,20.46875,21.4375,20.4375,21.21875,13.221746444702148,2337400
2000-04-13,21.5,22.3125,20.5,20.75,12.929667472839355,3147800
2000-04-14,20.375,20.5,19.875,20.125,12.54022216796875,2050600
2000-04-17,19.875,20.375,19.3125,19.625,12.228660583496094,1692800
2000-04-18,19.875,20.0,19.03125,19.9375,12.423380851745605,1618800
2000-04-19,19.8125,19.96875,18.9375,19.28125,12.014461517333984,1148200
2000-04-20,19.0,19.5625,18.96875,19.4375,12.11182689666748,1155000
2000-04-24,18.9375,19.6875,18.9375,19.40625,12.092355728149414,1533800
2000-04-25,19.46875,20.625,19.3125,20.46875,12.754415512084961,1887000
2000-04-26,20.4375,20.4375,20.03125,20.0625,12.501276969909668,908200
2000-04-27,20.0,20.65625,19.9375,20.4375,12.734939575195312,1745800
2000-04-28,20.1875,20.4375,19.96875,20.1875,12.579167366027832,1451600
2000-05-01,19.75,20.21875,19.625,20.21875,12.59863567352295,1827400
2000-05-02,20.4375,21.0,20.21875,20.34375,12.676523208618164,1803600
2000-05-03,20.375,20.4375,19.96875,20.28125,12.63757610321045,1219600
2000-05-04,20.125,20.125,19.75,19.96875,12.44285774230957,2078400
2000-05-05,19.875,19.875,19.4375,19.6875,12.26761245727539,1786400
2000-05-08,19.75,20.46875,19.59375,20.125,12.54022216796875,1469800
2000-05-09,20.1875,20.8125,20.0,20.03125,12.481805801391602,1664000
2000-05-10,20.0,20.875,19.96875,20.875,13.007556915283203,1814000
2000-05-11,21.375,21.4375,20.40625,20.75,12.929667472839355,5960200
2000-05-12,21.28125,22.1875,21.1875,22.03125,13.728035926818848,4789800
2000-05-15,22.15625,22.46875,22.15625,22.46875,14.000649452209473,2729800
2000-05-16,23.8125,24.125,23.1875,23.28125,14.50693416595459,7587000
2000-05-17,23.0625,23.59375,22.8125,23.28125,14.50693416595459,4932800
2000-05-18,23.5,23.78125,22.96875,23.15625,14.429044723510742,4023800
2000-05-19,22.5625,23.65625,22.5625,23.40625,14.584821701049805,2424200
2000-05-22,23.4375,24.8125,23.25,24.78125,15.441608428955078,5611000
2000-05-23,24.5,24.625,23.15625,23.65625,14.740598678588867,5675600
2000-05-24,23.65625,23.71875,23.28125,23.5625,14.682184219360352,2965600
2000-05-25,23.625,24.25,23.625,23.96875,14.935328483581543,2782400
2000-05-26,22.75,23.4375,21.9375,22.34375,13.922755241394043,4164400
2000-05-30,22.375,22.90625,22.375,22.625,14.098005294799805,2494200
2000-05-31,21.8125,21.875,20.75,20.78125,12.949142456054688,4146800
2000-06-01,21.1875,21.625,20.875,21.4375,13.358055114746094,2928800
2000-06-02,21.1875,21.4375,21.0,21.0,13.085445404052734,2313800
2000-06-05,21.1875,21.1875,20.875,20.96875,13.065975189208984,1296800
2000-06-06,21.3125,21.90625,21.28125,21.90625,13.650144577026367,2855400
2000-06-07,21.90625,21.96875,21.34375,21.53125,13.416479110717773,1596200
2000-06-08,21.6875,21.75,21.03125,21.125,13.16333293914795,1662600
2000-06-09,21.1875,21.3125,20.5,20.75,12.929667472839355,915800
2000-06-12,20.8125,21.0625,20.65625,20.859375,12.997822761535645,1122800
2000-06-13,20.59375,20.59375,20.03125,20.15625,12.55968952178955,1985800
2000-06-14,20.1875,21.6875,20.09375,21.46875,13.377532005310059,3178600
2000-06-15,21.9375,21.9375,20.96875,21.0625,13.1243896484375,2509000
2000-06-16,21.0625,21.0625,20.40625,20.6875,12.890722274780273,2383600
2000-06-19,20.5625,20.5625,19.53125,20.09375,12.520747184753418,2886600
2000-06-20,20.0625,20.09375,19.34375,19.59375,12.209193229675293,2763400
2000-06-21,19.3125,19.6875,18.9375,19.625,12.228660583496094,2722400
2000-06-22,19.5625,19.6875,18.46875,18.53125,11.547127723693848,3183600
2000-06-23,18.8125,18.9375,18.625,18.84375,11.741849899291992,2080000
2000-06-26,19.0625,19.125,18.6875,18.75,11.683435440063477,1769000
2000-06-27,18.875,19.5625,18.6875,19.5625,12.189718246459961,3539800
2000-06-28,19.4375,19.875,18.9375,19.390625,12.15093994140625,3605800
2000-06-29,19.1875,19.1875,18.25,18.4375,11.55367660522461,3565200
2000-06-30,18.65625,18.84375,18.15625,18.5,11.592842102050781,3062200
2000-07-03,18.53125,19.28125,18.40625,19.25,12.062823295593262,2019400
2000-07-05,19.0,19.6875,18.78125,19.5625,12.258649826049805,2000800
2000-07-06,19.5,19.78125,19.0,19.34375,12.12157154083252,1626400
