Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,5.296875,5.296875,5.132812976837158,5.15625,2.3591902256011963,4096800
2000-01-04,5.125,5.265625,5.125,5.25,2.402083158493042,5487200
2000-01-05,5.203125,5.53125,5.203125,5.421875,2.480721950531006,5488800
2000-01-06,5.429687976837158,5.476562976837158,5.375,5.421875,2.480721950531006,2960000
2000-01-07,5.453125,5.601562976837158,5.40625,5.578125,2.552213668823242,7999200
2000-01-10,5.5,5.570312976837158,5.476562976837158,5.53125,2.530766487121582,4168000
2000-01-11,5.484375,5.515625,5.445312976837158,5.46875,2.502169132232666,4122400
2000-01-12,5.46875,5.617187976837158,5.46875,5.585937976837158,2.5557875633239746,6193600
2000-01-13,5.601562976837158,5.601562976837158,5.5,5.53125,2.530766487121582,3674400
2000-01-14,5.515625,5.546875,5.390625,5.429687976837158,2.484297513961792,4070400
2000-01-18,5.398437976837158,5.398437976837158,5.25,5.296875,2.4235293865203857,5408000
2000-01-19,5.304687976837158,5.5,5.304687976837158,5.421875,2.480721950531006,3433600
2000-01-20,5.359375,5.390625,5.273437976837158,5.359375,2.4521257877349854,5560000
2000-01-21,5.390625,5.523437976837158,5.335937976837158,5.5,2.516467332839966,4039200
2000-01-24,5.539062976837158,5.648437976837158,5.453125,5.46875,2.502169132232666,6968800
2000-01-25,5.492187976837158,5.523437976837158,5.234375,5.28125,2.416381359100342,6890400
2000-01-26,5.3125,5.320312976837158,5.203125,5.296875,2.4235293865203857,4121600
2000-01-27,5.25,5.3125,5.15625,5.1875,2.373487949371338,3752800
2000-01-28,5.1875,5.242187976837158,5.132812976837158,5.164062976837158,2.362762689590454,4688000
2000-01-31,5.195312976837158,5.273437976837158,5.164062976837158,5.273437976837158,2.4128072261810303,2659200
2000-02-01,5.226562976837158,5.25,5.164062976837158,5.164062976837158,2.362762689590454,2516000
2000-02-02,5.195312976837158,5.234375,5.164062976837158,5.195312976837158,2.377061128616333,5120000
2000-02-03,5.195312976837158,5.398437976837158,5.171875,5.359375,2.4521257877349854,7605600
2000-02-04,5.359375,5.359375,5.132812976837158,5.203125,2.3806357383728027,4384800
2000-02-07,5.203125,5.257812976837158,5.203125,5.210937976837158,2.3842110633850098,4015200
2000-02-08,5.25,5.289062976837158,5.203125,5.226562976837158,2.391359806060791,3130400
2000-02-09,5.195312976837158,5.242187976837158,5.125,5.15625,2.3591902256011963,5622400
2000-02-10,5.148437976837158,5.195312976837158,5.015625,5.039062976837158,2.3055717945098877,3177600
2000-02-11,5.070312976837158,5.109375,5.03125,5.109375,2.337743043899536,2848800
2000-02-14,5.078125,5.171875,5.0625,5.09375,2.330594062805176,2068800
2000-02-15,5.070312976837158,5.132812976837158,5.0625,5.109375,2.337743043899536,3612800
2000-02-16,5.109375,5.171875,5.085937976837158,5.117187976837158,2.341315746307373,7360000
2000-02-17,5.132812976837158,5.140625,5.070312976837158,5.125,2.344890832901001,5864000
2000-02-18,5.109375,5.132812976837158,5.015625,5.039062976837158,2.3055717945098877,10255200
2000-02-22,5.0625,5.148437976837158,5.0625,5.109375,2.337743043899536,4006400
2000-02-23,5.007812976837158,5.0625,4.90625,5.023437976837158,2.329193592071533,18380000
2000-02-24,4.960937976837158,4.96875,4.671875,4.75,2.2024099826812744,6168000
2000-02-25,4.75,4.765625,4.546875,4.601562976837158,2.1335840225219727,5560800
2000-02-28,4.601562976837158,4.765625,4.601562976837158,4.765625,2.2096543312072754,5476000
2000-02-29,4.765625,4.851562976837158,4.710937976837158,4.828125,2.2386326789855957,9773600
2000-03-01,4.828125,4.898437976837158,4.757812976837158,4.820312976837158,2.235010862350464,12016000
2000-03-02,4.789062976837158,4.875,4.789062976837158,4.851562976837158,2.2495009899139404,4716800
2000-03-03,4.890625,4.9375,4.851562976837158,4.875,2.260366439819336,9020800
2000-03-06,4.90625,4.90625,4.710937976837158,4.742187976837158,2.1987874507904053,5432800
2000-03-07,4.75,4.929687976837158,4.742187976837158,4.914062976837158,2.2784790992736816,9948800
2000-03-08,4.90625,5.195312976837158,4.851562976837158,5.164062976837158,2.3943958282470703,7708000
2000-03-09,5.171875,5.351562976837158,5.164062976837158,5.351562976837158,2.481333017349243,8442400
2000-03-10,5.351562976837158,5.546875,5.34375,5.46875,2.53566837310791,9176000
2000-03-13,5.4375,5.445312976837158,5.203125,5.265625,2.441486358642578,7949600
2000-03-14,5.28125,5.351562976837158,5.21875,5.234375,2.4269964694976807,5797600
2000-03-15,5.242187976837158,5.617187976837158,5.234375,5.546875,2.571892738342285,7091200
2000-03-16,5.585937976837158,5.726562976837158,5.445312976837158,5.625,2.6081151962280273,7689600
2000-03-17,5.609375,5.617187976837158,5.46875,5.484375,2.5429139137268066,10521600
2000-03-20,5.453125,5.554687976837158,5.328125,5.382812976837158,2.4958226680755615,6745600
2000-03-21,5.304687976837158,5.367187976837158,5.148437976837158,5.171875,2.398017406463623,8244800
2000-03-22,5.179687976837158,5.179687976837158,4.945312976837158,5.09375,2.3617947101593018,5840000
2000-03-23,5.21875,5.367187976837158,5.195312976837158,5.3125,2.4632205963134766,7215200
2000-03-24,5.4375,5.445312976837158,5.3125,5.414062976837158,2.510312557220459,9632000
2000-03-27,6.0,6.03125,5.8125,5.828125,2.7022972106933594,10875200
2000-03-28,5.796875,5.835937976837158,5.585937976837158,5.679687976837158,2.633471965789795,6492800
2000-03-29,5.648437976837158,5.796875,5.507812976837158,5.578125,2.5863821506500244,6240000
2000-03-30,5.601562976837158,5.75,5.59375,5.75,2.666074275970459,4350400
2000-03-31,5.75,5.820312976837158,5.609375,5.757812976837158,2.6696975231170654,7694400
2000-04-03,5.742187976837158,5.75,5.601562976837158,5.664062976837158,2.6262285709381104,6110400
2000-04-04,5.632812976837158,5.78125,5.632812976837158,5.773437976837158,2.6769416332244873,7833600
2000-04-05,5.75,5.921875,5.75,5.757812976837158,2.6696975231170654,7571200
2000-04-06,5.804687976837158,5.828125,5.671875,5.71875,2.6515843868255615,5753600
2000-04-07,5.75,5.867187976837158,5.671875,5.820312976837158,2.6986775398254395,6335200
2000-04-10,5.820312976837158,5.898437976837158,5.71875,5.898437976837158,2.73490047454834,6317600
2000-04-11,5.890625,5.890625,5.773437976837158,5.84375,2.7095420360565186,3804800
2000-04-12,5.828125,6.007812976837158,5.828125,5.90625,2.7385218143463135,7702400
2000-04-13,5.929687976837158,5.945312976837158,5.859375,5.882812976837158,2.727654457092285,3380800
2000-04-14,5.835937976837158,5.875,5.59375,5.6875,2.637094736099243,7104800
2000-04-17,5.523437976837158,5.5625,5.242187976837158,5.445312976837158,2.5248024463653564,6863200
2000-04-18,5.398437976837158,5.429687976837158,5.226562976837158,5.414062976837158,2.510312557220459,6824000
2000-04-19,5.390625,5.625,5.351562976837158,5.609375,2.6008715629577637,8913600
2000-04-20,5.515625,5.648437976837158,5.507812976837158,5.648437976837158,2.618983745574951,5198400
2000-04-24,5.601562976837158,5.679687976837158,5.59375,5.679687976837158,2.633471965789795,4993600
2000-04-25,5.710937976837158,5.945312976837158,5.664062976837158,5.890625,2.731276273727417,5890400
2000-04-26,5.859375,5.929687976837158,5.820312976837158,5.882812976837158,2.727654457092285,4828800
2000-04-27,5.84375,5.882812976837158,5.632812976837158,5.6875,2.637094736099243,6790400
2000-04-28,5.65625,5.679687976837158,5.59375,5.65625,2.622605562210083,6540800
2000-05-01,5.75,5.75,5.617187976837158,5.671875,2.629850387573242,5548000
2000-05-02,5.65625,5.710937976837158,5.59375,5.648437976837158,2.618983745574951,6198400
2000-05-03,5.640625,5.71875,5.640625,5.6875,2.637094736099243,5279200
2000-05-04,5.65625,5.835937976837158,5.601562976837158,5.726562976837158,2.655207395553589,4792000
2000-05-05,5.703125,5.710937976837158,5.625,5.664062976837158,2.6262285709381104,4509600
2000-05-08,5.671875,5.984375,5.671875,5.875,2.724032163619995,7367200
2000-05-09,5.84375,5.914062976837158,5.765625,5.835937976837158,2.705920696258545,4941600
2000-05-10,5.867187976837158,5.992187976837158,5.867187976837158,5.90625,2.7385218143463135,2488000
2000-05-11,5.96875,6.117187976837158,5.921875,6.085937976837158,2.8218376636505127,6208000
2000-05-12,6.070312976837158,6.085937976837158,5.914062976837158,5.945312976837158,2.7566335201263428,4776800
2000-05-15,5.945312976837158,6.140625,5.945312976837158,6.078125,2.818213939666748,6464000
2000-05-16,6.046875,6.046875,5.859375,5.898437976837158,2.73490047454834,4908800
2000-05-17,5.882812976837158,5.929687976837158,5.742187976837158,5.84375,2.7095420360565186,6268800
2000-05-18,5.875,6.0625,5.875,5.953125,2.760256052017212,4024000
2000-05-19,5.921875,6.0,5.890625,5.976562976837158,2.7711236476898193,3089600
2000-05-22,5.96875,6.03125,5.9375,5.953125,2.760256052017212,4304000
2000-05-23,5.96875,6.054687976837158,5.921875,6.015625,2.7892348766326904,6583200
2000-05-24,5.976562976837158,6.210937976837158,5.976562976837158,6.085937976837158,2.8538596630096436,20843200
2000-05-25,6.03125,6.117187976837158,5.976562976837158,6.109375,2.864849090576172,5025600
2000-05-26,6.078125,6.25,6.0625,6.21875,2.9161391258239746,6811200
2000-05-30,6.21875,6.21875,6.101562976837158,6.140625,2.8795056343078613,4888000
2000-05-31,6.148437976837158,6.25,6.109375,6.210937976837158,2.912475347518921,3460800
